"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 09 18:49:37 UTC 2025","Tue Dec 09 18:49:37 UTC 2025","118","Regression Testing","Regression Testing","com.gecom.AuthenticationTests.Login","com.gecom.AuthenticationTests.Login","testLoginUserValidCredentials","TC-AUTH-004: Verify user login with valid credentials",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","145","Regression Testing","Regression Testing","com.gecom.WishlistTest.GetWishlists","com.gecom.WishlistTest.GetWishlists","testEmptyWishlistReturnsEmptyArray","TC-WISH-005: Verify empty wishlist returns empty array",""
"passed","Tue Dec 09 18:49:46 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","61","Regression Testing","Regression Testing","com.gecom.OrdersTest.GetOrders","com.gecom.OrdersTest.GetOrders","testUserCanGetOrdersByStatusPending","TC-ORDER-016: Verify user can get orders by status pending",""
"passed","Tue Dec 09 18:49:39 UTC 2025","Tue Dec 09 18:49:39 UTC 2025","62","Regression Testing","Regression Testing","com.gecom.UsersTest.GetUsers","com.gecom.UsersTest.GetUsers","testListUsersFailsWithoutAuth","TC-USER-003: Verify list users fails without authentication",""
"passed","Tue Dec 09 18:49:40 UTC 2025","Tue Dec 09 18:49:40 UTC 2025","57","Regression Testing","Regression Testing","com.gecom.CategoriesTests.DeleteCategory","com.gecom.CategoriesTests.DeleteCategory","testDeleteCategoryFailsForNonExistent","TC-CAT-005: Verify delete CATEGORY fails for non-existent CATEGORY",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","47","Regression Testing","Regression Testing","com.gecom.ContactTest.GetContactMessages","com.gecom.ContactTest.GetContactMessages","testNonAdminCannotViewContactMessages","TC-CONT-004: Verify non-admin cannot view contact messages",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","53","Regression Testing","Regression Testing","com.gecom.WishlistTest.AddToWishList","com.gecom.WishlistTest.AddToWishList","testUserCannotAddSameProductToWishlistTwice","TC-WISH-003: Verify user cannot add same product to wishlist twice",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","154","Regression Testing","Regression Testing","com.gecom.WishlistTest.DeleteWishlists","com.gecom.WishlistTest.DeleteWishlists","testUserCanRemoveProductFromWishlist","TC-WISH-006: Verify user can remove product from wishlist",""
"passed","Tue Dec 09 18:49:40 UTC 2025","Tue Dec 09 18:49:40 UTC 2025","212","Regression Testing","Regression Testing","com.gecom.UsersTest.DeleteUsers","com.gecom.UsersTest.DeleteUsers","testAdminCanDeleteUser","TC-USER-008: Verify admin can delete user",""
"passed","Tue Dec 09 18:49:45 UTC 2025","Tue Dec 09 18:49:45 UTC 2025","112","Regression Testing","Regression Testing","com.gecom.CartTests.ClearCart","com.gecom.CartTests.ClearCart","testEmptyCartReturnsEmptyArray","TC-CART-009: Verify empty cart returns empty array",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","43","Regression Testing","Regression Testing","com.gecom.WishlistTest.DeleteWishlists","com.gecom.WishlistTest.DeleteWishlists","testRemoveFromWishlistFailsForNonExistentItem","TC-WISH-007: Verify remove from wishlist fails for non-existent item",""
"passed","Tue Dec 09 18:49:52 UTC 2025","Tue Dec 09 18:49:52 UTC 2025","65","Regression Testing","Regression Testing","com.gecom.NotificationsTest.MarkNotifications","com.gecom.NotificationsTest.MarkNotifications","testMarkAllNotificationsOnAlreadyReadNotifications","TC-NOTIF-007: Verify mark all notifications on already read notifications",""
"passed","Tue Dec 09 18:49:41 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","60","Regression Testing","Regression Testing","com.gecom.ProductsTest.UpdateProducts","com.gecom.ProductsTest.UpdateProducts","testBulkUpdateWithPartialFailures","TC-PROD-024: Verify bulk update with partial failures",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","43","Regression Testing","Regression Testing","com.gecom.StatsAnalyticsTest.StatsAnalytics","com.gecom.StatsAnalyticsTest.StatsAnalytics","testGetDashboardAnalyticsFailsForNonAdminUser","TC-STATS-004: Verify get dashboard analytics fails for non-admin user",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","53","Regression Testing","Regression Testing","com.gecom.ContactTest.GetContactMessages","com.gecom.ContactTest.GetContactMessages","testAdminCanViewAllContactMessages","TC-CONT-003: Verify admin can view all contact messages",""
"passed","Tue Dec 09 18:49:48 UTC 2025","Tue Dec 09 18:49:48 UTC 2025","86","Regression Testing","Regression Testing","com.gecom.ReviewsTest.CreateReviews","com.gecom.ReviewsTest.CreateReviews","testUserCanCreateProductReview","TC-REV-001: Verify user can create product review",""
"passed","Tue Dec 09 18:49:39 UTC 2025","Tue Dec 09 18:49:40 UTC 2025","126","Regression Testing","Regression Testing","com.gecom.UsersTest.UpdateUsers","com.gecom.UsersTest.UpdateUsers","testAdminCanUpdateUser","TC-USER-006: Verify admin can update user information",""
"passed","Tue Dec 09 18:49:44 UTC 2025","Tue Dec 09 18:49:44 UTC 2025","117","Regression Testing","Regression Testing","com.gecom.CartTests.GetCart","com.gecom.CartTests.GetCart","testUserCanViewCartContents","TC-CART-004: Verify user can view cart contents",""
"passed","Tue Dec 09 18:49:42 UTC 2025","Tue Dec 09 18:49:42 UTC 2025","430","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testGetProductsByCategory","TC-PROD-017: Verify get products by CATEGORY",""
"passed","Tue Dec 09 18:49:44 UTC 2025","Tue Dec 09 18:49:44 UTC 2025","48","Regression Testing","Regression Testing","com.gecom.CartTests.AddToCart","com.gecom.CartTests.AddToCart","testAddToCartFailsForInvalidProduct","TC-CART-002: Verify add to cart fails for invalid product",""
"passed","Tue Dec 09 18:49:42 UTC 2025","Tue Dec 09 18:49:43 UTC 2025","89","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testAdminCanExportAllProducts","TC-PROD-025: Verify admin can export all products",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","47","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.MarkHelpArticles","com.gecom.HelpcenterTest.MarkHelpArticles","testMarkHelpfulFailsForNonExistentArticle","TC-HELP-011: Verify mark helpful fails for non-existent article",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","565","Regression Testing","Regression Testing","com.gecom.StatsAnalyticsTest.StatsAnalytics","com.gecom.StatsAnalyticsTest.StatsAnalytics","testAdminCanGetSalesReport","TC-STATS-005: Verify admin can get sales report",""
"passed","Tue Dec 09 18:49:40 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","144","Regression Testing","Regression Testing","com.gecom.ProductsTest.CreateProducts","com.gecom.ProductsTest.CreateProducts","testAdminCanCreateProduct","TC-PROD-006: Verify admin can create product",""
"passed","Tue Dec 09 18:49:52 UTC 2025","Tue Dec 09 18:49:52 UTC 2025","49","Regression Testing","Regression Testing","com.gecom.NotificationsTest.GetNotifications","com.gecom.NotificationsTest.GetNotifications","testUserCannotAccessAnotherUsersNotifications","TC-NOTIF-008: Verify user cannot access another user's notifications",""
"passed","Tue Dec 09 18:49:52 UTC 2025","Tue Dec 09 18:49:52 UTC 2025","68","Regression Testing","Regression Testing","com.gecom.NotificationsTest.CreateNotifications","com.gecom.NotificationsTest.CreateNotifications","testCreateTestNotifications","TC-NOTIF-001: Verify as tester can create test notifications",""
"passed","Tue Dec 09 18:49:46 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","76","Regression Testing","Regression Testing","com.gecom.OrdersTest.GetOrders","com.gecom.OrdersTest.GetOrders","testUserCanGetOrderById","TC-ORDER-005: Verify user can get order by ID",""
"passed","Tue Dec 09 18:49:45 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","138","Regression Testing","Regression Testing","com.gecom.OrdersTest.UpdateOrders","com.gecom.OrdersTest.UpdateOrders","testUserCanUpdateOrderShippingAddress","TC-ORDER-007: Verify user can update order shipping address",""
"passed","Tue Dec 09 18:49:53 UTC 2025","Tue Dec 09 18:49:53 UTC 2025","51","Regression Testing","Regression Testing","com.gecom.BlogTests.Blog","com.gecom.BlogTests.Blog","testGetBlogPostFailsForNonExistentID","TC-BLOG-004: Verify get blog post fails for non-existent ID",""
"passed","Tue Dec 09 18:49:38 UTC 2025","Tue Dec 09 18:49:38 UTC 2025","149","Regression Testing","Regression Testing","com.gecom.SystemTest.System","com.gecom.SystemTest.System","testSystemHealthSummarySuccessfulRetrieval","TC-SYS-002: Verify system health returns all data files status",""
"passed","Tue Dec 09 18:49:42 UTC 2025","Tue Dec 09 18:49:42 UTC 2025","69","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testSearchProductsReturnsMatchingResults","TC-PROD-015: Verify search products returns matching results",""
"passed","Tue Dec 09 18:49:43 UTC 2025","Tue Dec 09 18:49:43 UTC 2025","63","Regression Testing","Regression Testing","com.gecom.ProductsTest.LikeProducts","com.gecom.ProductsTest.LikeProducts","testUserCannotLikeSameProductTwice","TC-PROD-027: Verify user cannot like same product twice",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","70","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.MarkHelpArticles","com.gecom.HelpcenterTest.MarkHelpArticles","testUserCanMarkArticleHelpful","TC-HELP-009: Verify user can mark article as helpful",""
"passed","Tue Dec 09 18:49:39 UTC 2025","Tue Dec 09 18:49:39 UTC 2025","96","Regression Testing","Regression Testing","com.gecom.UsersTest.GetUsers","com.gecom.UsersTest.GetUsers","testAdminCanGetUserById","TC-USER-004: Verify admin can get user by ID",""
"passed","Tue Dec 09 18:49:38 UTC 2025","Tue Dec 09 18:49:38 UTC 2025","67","Regression Testing","Regression Testing","com.gecom.AuthenticationTests.Register","com.gecom.AuthenticationTests.Register","testRegisterUserMissingRequiredFields","TC-AUTH-003: Verify registration fails with missing required fields",""
"passed","Tue Dec 09 18:49:42 UTC 2025","Tue Dec 09 18:49:42 UTC 2025","57","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testGetProductsByCategoryReturnsEmptyForNonExistent","TC-PROD-018: Verify get products by CATEGORY returns empty for non-existent CATEGORY",""
"passed","Tue Dec 09 18:49:41 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","72","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testProductsPaginationWithPageParameter","TC-PROD-002: Verify products pagination with page parameter",""
"passed","Tue Dec 09 18:49:45 UTC 2025","Tue Dec 09 18:49:45 UTC 2025","50","Regression Testing","Regression Testing","com.gecom.CartTests.ClearCart","com.gecom.CartTests.ClearCart","testRemoveCartItemFailsForNonExistentItem","TC-CART-011: Verify remove cart item fails for non-existent item",""
"passed","Tue Dec 09 18:49:47 UTC 2025","Tue Dec 09 18:49:47 UTC 2025","72","Regression Testing","Regression Testing","com.gecom.OrdersTest.GetOrders","com.gecom.OrdersTest.GetOrders","testUserCannotAccessAnotherUsersOrder","TC-ORDER-021: Verify user cannot access another user's order",""
"passed","Tue Dec 09 18:49:53 UTC 2025","Tue Dec 09 18:49:53 UTC 2025","52","Regression Testing","Regression Testing","com.gecom.BlogTests.Blog","com.gecom.BlogTests.Blog","testEmptyBlogReturnsEmptyArray","TC-BLOG-002: Verify empty blog returns empty array",""
"passed","Tue Dec 09 18:49:46 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","63","Regression Testing","Regression Testing","com.gecom.OrdersTest.UpdateOrders","com.gecom.OrdersTest.UpdateOrders","testUpdateOrderFailsForNonExistentOrder","TC-ORDER-008: Verify update order fails for non-existent order",""
"passed","Tue Dec 09 18:49:45 UTC 2025","Tue Dec 09 18:49:45 UTC 2025","268","Regression Testing","Regression Testing","com.gecom.OrdersTest.CreateOrders","com.gecom.OrdersTest.CreateOrders","testUserCanCreateOrder","TC-ORDER-001: Verify user can create order with items in cart",""
"passed","Tue Dec 09 18:49:43 UTC 2025","Tue Dec 09 18:49:43 UTC 2025","130","Regression Testing","Regression Testing","com.gecom.ProductsTest.DeleteProducts","com.gecom.ProductsTest.DeleteProducts","testAdminCanDeleteProduct","TC-PROD-013: Verify admin can delete product",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","51","Regression Testing","Regression Testing","com.gecom.ContactTest.RespondContactMessages","com.gecom.ContactTest.RespondContactMessages","testRespondFailsForNonExistentMessage","TC-CONT-006: Verify respond fails for non-existent message",""
"passed","Tue Dec 09 18:49:48 UTC 2025","Tue Dec 09 18:49:48 UTC 2025","47","Regression Testing","Regression Testing","com.gecom.ReviewsTest.CreateReviews","com.gecom.ReviewsTest.CreateReviews","testCreateReviewFailsForNonExistentProduct","TC-REV-002: Verify create review fails for non-existent product",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","46","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.CreateHelpArticles","com.gecom.HelpcenterTest.CreateHelpArticles","testCreateHelpArticleFailsWithoutAdmin","TC-HELP-002: Verify create help article fails without admin",""
"passed","Tue Dec 09 18:49:53 UTC 2025","Tue Dec 09 18:49:53 UTC 2025","51","Regression Testing","Regression Testing","com.gecom.BlogTests.Blog","com.gecom.BlogTests.Blog","testGetAllBlogPosts","TC-BLOG-001: Verify get all blog posts",""
"passed","Tue Dec 09 18:49:48 UTC 2025","Tue Dec 09 18:49:48 UTC 2025","58","Regression Testing","Regression Testing","com.gecom.OrdersTest.CancelOrders","com.gecom.OrdersTest.CancelOrders","testCancelOrderFailsForNonExistentOrder","TC-ORDER-015: Verify cancel order fails for non-existent order",""
"passed","Tue Dec 09 18:49:41 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","83","Regression Testing","Regression Testing","com.gecom.ProductsTest.UpdateProducts","com.gecom.ProductsTest.UpdateProducts","testAdminCanUpdateProductStock","TC-PROD-021: Verify admin can update product STOCK",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","53","Regression Testing","Regression Testing","com.gecom.ReviewsTest.GetReviews","com.gecom.ReviewsTest.GetReviews","testGetProductReviewsWithAverageRating","TC-REV-005: Verify get product reviews with average rating",""
"passed","Tue Dec 09 18:49:47 UTC 2025","Tue Dec 09 18:49:47 UTC 2025","63","Regression Testing","Regression Testing","com.gecom.OrdersTest.GetOrders","com.gecom.OrdersTest.GetOrders","testOrderItemsStructureIsCorrect","TC-ORDER-022: Verify order items structure is correct",""
"passed","Tue Dec 09 18:49:43 UTC 2025","Tue Dec 09 18:49:43 UTC 2025","54","Regression Testing","Regression Testing","com.gecom.ProductsTest.LikeProducts","com.gecom.ProductsTest.LikeProducts","testLikeFailsForNonExistentProduct","TC-PROD-028: Verify like fails for non-existent product",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","52","Regression Testing","Regression Testing","com.gecom.WishlistTest.AddToWishList","com.gecom.WishlistTest.AddToWishList","testUserCanAddProductToWishlist","TC-WISH-001: Verify user can add product to wishlist",""
"passed","Tue Dec 09 18:49:41 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","54","Regression Testing","Regression Testing","com.gecom.ProductsTest.CreateProducts","com.gecom.ProductsTest.CreateProducts","testCreateProductFailsWithoutAdmin","TC-PROD-008: Verify create product fails without admin",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","47","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.UpdateHelpArticles","com.gecom.HelpcenterTest.UpdateHelpArticles","testUpdateHelpArticleFailsForNonExistent","TC-HELP-004: Verify update help article fails for non-existent article",""
"passed","Tue Dec 09 18:49:38 UTC 2025","Tue Dec 09 18:49:38 UTC 2025","129","Regression Testing","Regression Testing","com.gecom.SystemTest.System","com.gecom.SystemTest.System","testApiDocumentationSuccessfulRetrieval","TC-SYS-003: Verify API documentation returns all endpoints",""
"passed","Tue Dec 09 18:49:39 UTC 2025","Tue Dec 09 18:49:39 UTC 2025","61","Regression Testing","Regression Testing","com.gecom.UsersTest.GetUsers","com.gecom.UsersTest.GetUsers","testViewUserActivityFailsWithoutAuth","TC-USER-014: Verify view user activity fails without authentication",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","58","Regression Testing","Regression Testing","com.gecom.ReviewsTest.GetReviews","com.gecom.ReviewsTest.GetReviews","testUserCanCheckReviewStatusForProduct","TC-REV-007: Verify user can check review status for product",""
"passed","Tue Dec 09 18:49:44 UTC 2025","Tue Dec 09 18:49:44 UTC 2025","66","Regression Testing","Regression Testing","com.gecom.CartTests.UpdateCart","com.gecom.CartTests.UpdateCart","testUpdateCartItemFailsForNonExistentItem","TC-CART-006: Verify update cart item fails for non-existent item",""
"passed","Tue Dec 09 18:49:47 UTC 2025","Tue Dec 09 18:49:48 UTC 2025","537","Regression Testing","Regression Testing","com.gecom.OrdersTest.CancelOrders","com.gecom.OrdersTest.CancelOrders","testUserCanCancelPendingOrder","TC-ORDER-013: Verify user can cancel pending order",""
"passed","Tue Dec 09 18:49:52 UTC 2025","Tue Dec 09 18:49:52 UTC 2025","71","Regression Testing","Regression Testing","com.gecom.NotificationsTest.MarkNotifications","com.gecom.NotificationsTest.MarkNotifications","testUserCanMarkAllNotificationsAsRead","TC-NOTIF-006: Verify user can mark all notifications as read",""
"passed","Tue Dec 09 18:49:46 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","46","Regression Testing","Regression Testing","com.gecom.OrdersTest.UpdateOrders","com.gecom.OrdersTest.UpdateOrders","testUpdateOrderStatusFailsWithInvalidStatus","TC-ORDER-010: Verify update order status fails with invalid status",""
"passed","Tue Dec 09 18:49:37 UTC 2025","Tue Dec 09 18:49:37 UTC 2025","93","Regression Testing","Regression Testing","com.gecom.AuthenticationTests.RefreshToken","com.gecom.AuthenticationTests.RefreshToken","testRefreshTokenValid","TC-AUTH-008: Verify token refresh with valid refresh token",""
"passed","Tue Dec 09 18:49:43 UTC 2025","Tue Dec 09 18:49:43 UTC 2025","65","Regression Testing","Regression Testing","com.gecom.ProductsTest.LikeProducts","com.gecom.ProductsTest.LikeProducts","testUserCanUnlikeProduct","TC-PROD-031: Verify user can unlike product",""
"passed","Tue Dec 09 18:49:40 UTC 2025","Tue Dec 09 18:49:40 UTC 2025","86","Regression Testing","Regression Testing","com.gecom.CategoriesTests.DeleteCategory","com.gecom.CategoriesTests.DeleteCategory","testAdminCanDeleteCategory","TC-CAT-004: Verify admin can delete CATEGORY",""
"passed","Tue Dec 09 18:49:53 UTC 2025","Tue Dec 09 18:49:53 UTC 2025","60","Regression Testing","Regression Testing","com.gecom.BlogTests.Blog","com.gecom.BlogTests.Blog","testGetSpecificBlogPost","TC-BLOG-003: Verify get specific blog post",""
"passed","Tue Dec 09 18:49:46 UTC 2025","Tue Dec 09 18:49:46 UTC 2025","111","Regression Testing","Regression Testing","com.gecom.OrdersTest.UpdateOrders","com.gecom.OrdersTest.UpdateOrders","testAdminCanUpdateOrderStatus","TC-ORDER-009: Verify admin can update order status",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:50 UTC 2025","77","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.GetHelpArticles","com.gecom.HelpcenterTest.GetHelpArticles","testGetAllHelpArticles","TC-HELP-005: Verify get all help articles",""
"passed","Tue Dec 09 18:49:41 UTC 2025","Tue Dec 09 18:49:41 UTC 2025","85","Regression Testing","Regression Testing","com.gecom.ProductsTest.GetProducts","com.gecom.ProductsTest.GetProducts","testGetAllProductsWithPagination","TC-PROD-001: Verify get all products with pagination",""
"passed","Tue Dec 09 18:49:53 UTC 2025","Tue Dec 09 18:49:53 UTC 2025","58","Regression Testing","Regression Testing","com.gecom.SearchTest.AdvanceSearch","com.gecom.SearchTest.AdvanceSearch","testAdvancedSearchWithAllFilterCombinations","TC-SEARCH-002: Verify advanced search with all filter combinations",""
"passed","Tue Dec 09 18:49:51 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","66","Regression Testing","Regression Testing","com.gecom.ContactTest.RespondContactMessages","com.gecom.ContactTest.RespondContactMessages","testAdminCanRespondToContactMessage","TC-CONT-005: Verify admin can respond to contact message",""
"passed","Tue Dec 09 18:49:50 UTC 2025","Tue Dec 09 18:49:51 UTC 2025","49","Regression Testing","Regression Testing","com.gecom.HelpcenterTest.GetHelpArticles","com.gecom.HelpcenterTest.GetHelpArticles","testGetHelpArticleFailsForNonExistentId","TC-HELP-008: Verify get help article fails for non-existent ID",""
"passed","Tue Dec 09 18:49:52 UTC 2025","Tue Dec 09 18:49:52 UTC 2025","54","Regression Testing","Regression Testing","com.gecom.CouponsTest.ListCoupons","com.gecom.CouponsTest.ListCoupons","testGetAvailableCoupons","TC-COUP-001: Verify get available coupons",""
"passed","Tue Dec 09 18:49:44 UTC 2025","Tue Dec 09 18:49:45 UTC 2025","110","Regression Testing","Regression Testing","com.gecom.CartTests.ClearCart","com.gecom.CartTests.ClearCart","testClearCartOnAlreadyEmptyCart","TC-CART-008: Verify clear cart on already empty cart",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","81","Regression Testing","Regression Testing","com.gecom.StatsAnalyticsTest.StatsAnalytics","com.gecom.StatsAnalyticsTest.StatsAnalytics","testAdminCanGetDashboardStatistics","TC-STATS-001: Verify admin can get dashboard statistics",""
"passed","Tue Dec 09 18:49:44 UTC 2025","Tue Dec 09 18:49:44 UTC 2025","155","Regression Testing","Regression Testing","com.gecom.CartTests.AddToCart","com.gecom.CartTests.AddToCart","testUserCanAddItemToCart","TC-CART-001: Verify user can add item to cart",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","90","Regression Testing","Regression Testing","com.gecom.StatsAnalyticsTest.StatsAnalytics","com.gecom.StatsAnalyticsTest.StatsAnalytics","testAdminCanGetDashboardAnalytics","TC-STATS-003: Verify admin can get dashboard analytics",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","148","Regression Testing","Regression Testing","com.gecom.ReviewsTest.GetReviews","com.gecom.ReviewsTest.GetReviews","testCheckReviewStatusBeforeAndAfterReviewing","TC-REV-008: Verify check review status before and after reviewing",""
"passed","Tue Dec 09 18:49:49 UTC 2025","Tue Dec 09 18:49:49 UTC 2025","110","Regression Testing","Regression Testing","com.gecom.ReviewsTest.GetReviews","com.gecom.ReviewsTest.GetReviews","testGetReviewsReturnsEmptyForProductWithoutReviews","TC-REV-006: Verify get reviews returns empty for product without reviews",""
"passed","Tue Dec 09 18:49:47 UTC 2025","Tue Dec 09 18:49:47 UTC 2025","65","Regression Testing","Regression Testing","com.gecom.OrdersTest.GetOrders","com.gecom.OrdersTest.GetOrders","testOrderTotalAmountCalculation","TC-ORDER-023: Verify order total amount calculation",""
